Time (s) Run #2,"Current, Ch A (A) Run #2","Voltage, Ch B (V) Run #2","Voltage, Ch C (V) Run #2"
72.8,-5.93E-12,40.4,-0.002
72.85,-5.95E-12,40.4,-0.002
72.9,-5.95E-12,40.4,-0.002
72.95,-5.95E-12,40.4,-0.002
73,-5.96E-12,40.4,-0.002
73.05,-5.97E-12,40.4,-0.002
73.1,-5.97E-12,40.4,-0.002
73.15,-5.97E-12,40.4,-0.002
73.2,-5.99E-12,40.4,-0.002
73.25,-5.99E-12,40.5,-0.002
73.3,-5.99E-12,40.5,-0.002
73.35,-6.00E-12,40.5,-0.002
73.4,-5.99E-12,40.5,-0.002
73.45,-6.00E-12,40.5,-0.002
73.5,-5.99E-12,40.5,-0.002
73.55,-5.99E-12,40.6,-0.002
73.6,-6.01E-12,40.6,-0.002
73.65,-6.00E-12,40.6,-0.002
73.7,-6.01E-12,40.6,-0.002
73.75,-6.01E-12,40.7,-0.002
73.8,-6.01E-12,40.7,-0.002
73.85,-6.02E-12,40.7,-0.002
73.9,-6.03E-12,40.7,-0.002
73.95,-6.02E-12,40.8,-0.002
74,-6.03E-12,40.8,-0.002
74.05,-6.02E-12,40.8,-0.002
74.1,-6.02E-12,40.8,-0.002
74.15,-6.02E-12,40.9,-0.002
74.2,-6.02E-12,40.9,-0.002
74.25,-6.00E-12,40.9,-0.002
74.3,-6.01E-12,41,-0.002
74.35,-5.98E-12,41,-0.002
74.4,-5.98E-12,41,-0.002
74.45,-5.95E-12,41,-0.002
74.5,-5.94E-12,41.1,-0.002
74.55,-5.93E-12,41.1,-0.002
74.6,-5.92E-12,41.1,-0.002
74.65,-5.90E-12,41.1,-0.002
74.7,-5.87E-12,41.2,-0.002
74.75,-5.85E-12,41.2,-0.002
74.8,-5.84E-12,41.2,-0.002
74.85,-5.82E-12,41.2,-0.002
74.9,-5.79E-12,41.2,-0.002
74.95,-5.78E-12,41.2,-0.002
75,-5.76E-12,41.3,-0.002
75.05,-5.75E-12,41.3,-0.002
75.1,-5.73E-12,41.3,-0.002
75.15,-5.71E-12,41.3,-0.002
75.2,-5.70E-12,41.3,-0.002
75.25,-5.69E-12,41.3,-0.002
75.3,-5.66E-12,41.3,-0.002
75.35,-5.65E-12,41.3,-0.002
75.4,-5.63E-12,41.4,-0.002
75.45,-5.61E-12,41.4,-0.002
75.5,-5.59E-12,41.4,-0.002
75.55,-5.58E-12,41.4,-0.002
75.6,-5.56E-12,41.4,-0.002
75.65,-5.55E-12,41.4,-0.002
75.7,-5.54E-12,41.4,-0.002
75.75,-5.53E-12,41.4,-0.002
75.8,-5.52E-12,41.4,-0.002
75.85,-5.51E-12,41.4,-0.002
75.9,-5.51E-12,41.4,-0.002
75.95,-5.50E-12,41.4,-0.002
76,-5.50E-12,41.4,-0.002
76.05,-5.50E-12,41.4,-0.002
76.1,-5.49E-12,41.4,-0.002
76.15,-5.48E-12,41.4,-0.002
76.2,-5.48E-12,41.4,-0.002
76.25,-5.48E-12,41.4,-0.002
76.3,-5.48E-12,41.4,-0.002
76.35,-5.47E-12,41.4,-0.002
76.4,-5.48E-12,41.4,-0.002
76.45,-5.46E-12,41.4,-0.002
76.5,-5.48E-12,41.4,-0.002
76.55,-5.47E-12,41.4,-0.002
76.6,-5.46E-12,41.4,-0.002
76.65,-5.46E-12,41.4,-0.002
76.7,-5.46E-12,41.4,-0.002
76.75,-5.46E-12,41.4,-0.002
76.8,-5.45E-12,41.5,-0.002
76.85,-5.45E-12,41.5,-0.002
76.9,-5.44E-12,41.5,-0.002
76.95,-5.43E-12,41.6,-0.002
77,-5.40E-12,41.6,-0.002
77.05,-5.38E-12,41.6,-0.002
77.1,-5.37E-12,41.6,-0.002
77.15,-5.34E-12,41.6,-0.002
77.2,-5.31E-12,41.6,-0.002
77.25,-5.29E-12,41.6,-0.002
77.3,-5.27E-12,41.6,-0.002
77.35,-5.25E-12,41.7,-0.002
77.4,-5.22E-12,41.7,-0.002
77.45,-5.21E-12,41.7,-0.002
77.5,-5.20E-12,41.7,-0.002
77.55,-5.18E-12,41.7,-0.002
77.6,-5.18E-12,41.7,-0.002
77.65,-5.17E-12,41.7,-0.002
77.7,-5.16E-12,41.8,-0.002
77.75,-5.15E-12,41.8,-0.002
77.8,-5.13E-12,41.8,-0.002
77.85,-5.11E-12,41.8,-0.002
77.9,-5.10E-12,41.8,-0.002
77.95,-5.09E-12,41.8,-0.002
78,-5.06E-12,41.8,-0.002
78.05,-5.04E-12,41.8,-0.002
78.1,-5.03E-12,41.8,-0.002
78.15,-5.01E-12,41.8,-0.002
78.2,-4.99E-12,41.9,-0.002
78.25,-4.97E-12,41.9,-0.002
78.3,-4.96E-12,41.9,-0.002
78.35,-4.95E-12,41.9,-0.002
78.4,-4.93E-12,41.9,-0.002
78.45,-4.90E-12,41.9,-0.002
78.5,-4.88E-12,41.9,-0.002
78.55,-4.87E-12,41.9,-0.002
78.6,-4.85E-12,42,-0.002
78.65,-4.84E-12,42,-0.002
78.7,-4.81E-12,42,-0.002
78.75,-4.80E-12,42,-0.002
78.8,-4.78E-12,42,-0.002
78.85,-4.76E-12,42,-0.002
78.9,-4.75E-12,42.1,-0.002
78.95,-4.74E-12,42.1,-0.002
79,-4.71E-12,42.1,-0.002
79.05,-4.69E-12,42.1,-0.002
79.1,-4.68E-12,42.1,-0.002
79.15,-4.65E-12,42.1,-0.002
79.2,-4.63E-12,42.1,-0.002
79.25,-4.61E-12,42.2,-0.002
79.3,-4.60E-12,42.2,-0.002
79.35,-4.56E-12,42.2,-0.002
79.4,-4.55E-12,42.2,-0.002
79.45,-4.53E-12,42.2,-0.002
79.5,-4.51E-12,42.2,-0.002
79.55,-4.50E-12,42.3,-0.002
79.6,-4.48E-12,42.3,-0.002
79.65,-4.46E-12,42.3,-0.002
79.7,-4.45E-12,42.3,-0.002
79.75,-4.43E-12,42.3,-0.002
79.8,-4.41E-12,42.4,-0.002
79.85,-4.39E-12,42.4,-0.002
79.9,-4.38E-12,42.4,-0.002
79.95,-4.35E-12,42.4,-0.002
80,-4.35E-12,42.4,-0.002
80.05,-4.33E-12,42.5,-0.002
80.1,-4.31E-12,42.5,-0.002
80.15,-4.29E-12,42.5,-0.002
80.2,-4.28E-12,42.5,-0.002
80.25,-4.27E-12,42.5,-0.002
80.3,-4.25E-12,42.5,-0.002
80.35,-4.24E-12,42.6,-0.002
80.4,-4.23E-12,42.6,-0.002
80.45,-4.22E-12,42.6,-0.002
80.5,-4.22E-12,42.6,-0.002
80.55,-4.20E-12,42.6,-0.002
80.6,-4.19E-12,42.7,-0.002
80.65,-4.19E-12,42.7,-0.002
80.7,-4.18E-12,42.7,-0.002
80.75,-4.17E-12,42.7,-0.002
80.8,-4.17E-12,42.7,-0.002
80.85,-4.15E-12,42.7,-0.002
80.9,-4.16E-12,42.7,-0.002
80.95,-4.15E-12,42.8,-0.002
81,-4.14E-12,42.8,-0.002
81.05,-4.13E-12,42.8,-0.002
81.1,-4.12E-12,42.8,-0.002
81.15,-4.11E-12,42.9,-0.002
81.2,-4.11E-12,42.9,-0.002
81.25,-4.10E-12,42.9,-0.002
81.3,-4.10E-12,42.9,-0.002
81.35,-4.09E-12,43,-0.002
81.4,-4.10E-12,43,-0.002
81.45,-4.09E-12,43,-0.002
81.5,-4.10E-12,43.1,-0.002
81.55,-4.09E-12,43.1,-0.002
81.6,-4.10E-12,43.1,-0.002
81.65,-4.10E-12,43.2,-0.002
81.7,-4.11E-12,43.2,-0.002
81.75,-4.11E-12,43.2,-0.002
81.8,-4.13E-12,43.2,-0.002
81.85,-4.13E-12,43.2,-0.002
81.9,-4.14E-12,43.3,-0.002
81.95,-4.16E-12,43.3,-0.002
82,-4.17E-12,43.3,-0.002
82.05,-4.18E-12,43.3,-0.002
82.1,-4.18E-12,43.3,-0.002
82.15,-4.20E-12,43.4,-0.002
82.2,-4.22E-12,43.4,-0.002
82.25,-4.24E-12,43.4,-0.002
82.3,-4.24E-12,43.4,-0.002
82.35,-4.27E-12,43.5,-0.002
82.4,-4.31E-12,43.5,-0.002
82.45,-4.33E-12,43.5,-0.002
82.5,-4.35E-12,43.5,-0.002
82.55,-4.37E-12,43.5,-0.002
82.6,-4.39E-12,43.6,-0.002
82.65,-4.42E-12,43.6,-0.002
82.7,-4.45E-12,43.6,-0.002
82.75,-4.48E-12,43.6,-0.002
82.8,-4.50E-12,43.7,-0.002
82.85,-4.52E-12,43.7,-0.002
82.9,-4.57E-12,43.7,-0.002
82.95,-4.59E-12,43.7,-0.002
83,-4.63E-12,43.7,-0.002
83.05,-4.67E-12,43.8,-0.002
83.1,-4.70E-12,43.8,-0.002
83.15,-4.74E-12,43.8,-0.002
83.2,-4.77E-12,43.8,-0.002
83.25,-4.81E-12,43.8,-0.002
83.3,-4.85E-12,43.9,-0.002
83.35,-4.90E-12,43.9,-0.002
83.4,-4.93E-12,43.9,-0.002
83.45,-4.96E-12,43.9,-0.002
83.5,-5.00E-12,43.9,-0.002
83.55,-5.04E-12,43.9,-0.002
83.6,-5.08E-12,44,-0.002
83.65,-5.11E-12,44,-0.002
83.7,-5.15E-12,44,-0.002
83.75,-5.18E-12,44,-0.002
83.8,-5.21E-12,44.1,-0.002
83.85,-5.25E-12,44.1,-0.002
83.9,-5.28E-12,44.1,-0.002
83.95,-5.32E-12,44.1,-0.002
84,-5.37E-12,44.1,-0.002
84.05,-5.39E-12,44.1,-0.002
84.1,-5.42E-12,44.1,-0.002
84.15,-5.47E-12,44.1,-0.002
84.2,-5.49E-12,44.2,-0.002
84.25,-5.51E-12,44.2,-0.002
84.3,-5.55E-12,44.2,-0.002
84.35,-5.58E-12,44.2,-0.002
84.4,-5.61E-12,44.2,-0.002
84.45,-5.65E-12,44.3,-0.002
84.5,-5.68E-12,44.3,-0.002
84.55,-5.72E-12,44.3,-0.002
84.6,-5.75E-12,44.4,-0.002
84.65,-5.81E-12,44.4,-0.002
84.7,-5.84E-12,44.4,-0.002
84.75,-5.90E-12,44.4,-0.002
84.8,-5.95E-12,44.5,-0.002
84.85,-6.00E-12,44.5,-0.002
84.9,-6.05E-12,44.5,-0.002
84.95,-6.11E-12,44.6,-0.002
85,-6.17E-12,44.6,-0.002
85.05,-6.22E-12,44.6,-0.002
85.1,-6.27E-12,44.6,-0.002
85.15,-6.33E-12,44.6,-0.002
85.2,-6.38E-12,44.7,-0.002
85.25,-6.43E-12,44.7,-0.002
85.3,-6.47E-12,44.7,-0.002
85.35,-6.52E-12,44.7,-0.002
85.4,-6.56E-12,44.7,-0.002
85.45,-6.60E-12,44.8,-0.002
85.5,-6.64E-12,44.8,-0.002
85.55,-6.67E-12,44.8,-0.002
85.6,-6.71E-12,44.8,-0.002
85.65,-6.74E-12,44.8,-0.002
85.7,-6.78E-12,44.9,-0.002
85.75,-6.80E-12,44.9,-0.002
85.8,-6.83E-12,44.9,-0.002
85.85,-6.87E-12,44.9,-0.002
85.9,-6.90E-12,44.9,-0.002
85.95,-6.92E-12,44.9,-0.002
86,-6.94E-12,44.9,-0.002
86.05,-6.96E-12,44.9,-0.002
86.1,-6.98E-12,44.9,-0.002
86.15,-6.99E-12,44.9,-0.002
86.2,-7.01E-12,45,-0.002
86.25,-7.04E-12,45,-0.002
86.3,-7.05E-12,45,-0.002
86.35,-7.05E-12,45,-0.002
86.4,-7.08E-12,45,-0.002
86.45,-7.08E-12,45,-0.002
86.5,-7.10E-12,45,-0.002
86.55,-7.12E-12,45,-0.002
86.6,-7.12E-12,45,-0.002
86.65,-7.11E-12,45,-0.002
86.7,-7.13E-12,45,-0.002
86.75,-7.13E-12,45,-0.002
86.8,-7.14E-12,45,-0.002
86.85,-7.14E-12,45,-0.002
86.9,-7.13E-12,45,-0.002
86.95,-7.14E-12,45,-0.002
87,-7.14E-12,45,-0.002
87.05,-7.14E-12,45,-0.002
87.1,-7.13E-12,45,-0.002
87.15,-7.14E-12,45,-0.002
87.2,-7.15E-12,45,-0.002
87.25,-7.13E-12,45,-0.002
87.3,-7.14E-12,45,-0.002
87.35,-7.14E-12,45,-0.002
87.4,-7.15E-12,45,-0.002
87.45,-7.15E-12,45,-0.002
87.5,-7.14E-12,45,-0.002
87.55,-7.15E-12,45,-0.002
87.6,-7.15E-12,45,-0.002
87.65,-7.15E-12,45.1,-0.002
87.7,-7.16E-12,45.1,-0.002
87.75,-7.15E-12,45.1,-0.002
87.8,-7.16E-12,45.1,-0.002
87.85,-7.16E-12,45.1,-0.002
87.9,-7.17E-12,45.1,-0.002
87.95,-7.19E-12,45.1,-0.002
88,-7.19E-12,45.1,-0.002
88.05,-7.19E-12,45.1,-0.002
88.1,-7.19E-12,45.1,-0.002
88.15,-7.20E-12,45.2,-0.002
88.2,-7.21E-12,45.2,-0.002
88.25,-7.20E-12,45.2,-0.002
88.3,-7.22E-12,45.2,-0.002
88.35,-7.22E-12,45.2,-0.002
88.4,-7.23E-12,45.2,-0.002
88.45,-7.23E-12,45.2,-0.002
88.5,-7.23E-12,45.2,-0.002
88.55,-7.23E-12,45.2,-0.002
88.6,-7.23E-12,45.2,-0.002
88.65,-7.24E-12,45.2,-0.002
88.7,-7.23E-12,45.3,-0.002
88.75,-7.24E-12,45.3,-0.002
88.8,-7.23E-12,45.3,-0.002
88.85,-7.25E-12,45.3,-0.002
88.9,-7.26E-12,45.3,-0.002
88.95,-7.26E-12,45.3,-0.002
89,-7.26E-12,45.4,-0.002
89.05,-7.26E-12,45.4,-0.002
89.1,-7.26E-12,45.4,-0.002
89.15,-7.25E-12,45.4,-0.002
89.2,-7.26E-12,45.4,-0.002
89.25,-7.26E-12,45.4,-0.002
89.3,-7.26E-12,45.4,-0.002
89.35,-7.25E-12,45.5,-0.002
89.4,-7.25E-12,45.5,-0.002
89.45,-7.25E-12,45.5,-0.002
89.5,-7.26E-12,45.5,-0.002
89.55,-7.25E-12,45.5,-0.002
89.6,-7.24E-12,45.6,-0.002
89.65,-7.24E-12,45.6,-0.002
89.7,-7.22E-12,45.6,-0.002
89.75,-7.21E-12,45.6,-0.002
89.8,-7.20E-12,45.6,-0.002
89.85,-7.19E-12,45.7,-0.002
89.9,-7.18E-12,45.7,-0.002
89.95,-7.16E-12,45.7,-0.002
90,-7.14E-12,45.7,-0.002
90.05,-7.13E-12,45.8,-0.002
90.1,-7.11E-12,45.8,-0.002
90.15,-7.07E-12,45.8,-0.002
90.2,-7.06E-12,45.8,-0.002
90.25,-7.05E-12,45.8,-0.002
90.3,-7.02E-12,45.8,-0.002
90.35,-7.00E-12,45.9,-0.002
90.4,-6.98E-12,45.9,-0.002
90.45,-6.96E-12,45.9,-0.002
90.5,-6.94E-12,45.9,-0.002
90.55,-6.92E-12,45.9,-0.002
90.6,-6.90E-12,45.9,-0.002
90.65,-6.87E-12,46,-0.002
90.7,-6.85E-12,46,-0.002
90.75,-6.83E-12,46,-0.002
90.8,-6.81E-12,46,-0.002
90.85,-6.79E-12,46,-0.002
90.9,-6.75E-12,46.1,-0.002
90.95,-6.73E-12,46.1,-0.002
91,-6.70E-12,46.1,-0.002
91.05,-6.67E-12,46.2,-0.002
91.1,-6.64E-12,46.2,-0.002
91.15,-6.60E-12,46.2,-0.002
91.2,-6.57E-12,46.2,-0.002
91.25,-6.51E-12,46.3,-0.002
91.3,-6.48E-12,46.3,-0.002
91.35,-6.43E-12,46.3,-0.002
91.4,-6.38E-12,46.3,-0.002
91.45,-6.34E-12,46.4,-0.002
91.5,-6.29E-12,46.4,-0.002
91.55,-6.24E-12,46.4,-0.002
91.6,-6.20E-12,46.4,-0.002
91.65,-6.15E-12,46.5,-0.002
91.7,-6.09E-12,46.5,-0.002
91.75,-6.06E-12,46.5,-0.002
91.8,-6.03E-12,46.5,-0.002
91.85,-5.96E-12,46.6,-0.002
91.9,-5.93E-12,46.6,-0.002
91.95,-5.87E-12,46.6,-0.002
92,-5.83E-12,46.6,-0.002
92.05,-5.80E-12,46.6,-0.002
92.1,-5.76E-12,46.6,-0.002
92.15,-5.72E-12,46.7,-0.002
92.2,-5.70E-12,46.7,-0.002
92.25,-5.65E-12,46.7,-0.002
92.3,-5.62E-12,46.7,-0.002
92.35,-5.58E-12,46.7,-0.002
92.4,-5.56E-12,46.8,-0.002
92.45,-5.53E-12,46.8,-0.002
92.5,-5.50E-12,46.8,-0.002
92.55,-5.47E-12,46.8,-0.002
92.6,-5.43E-12,46.9,-0.002
92.65,-5.39E-12,46.9,-0.002
92.7,-5.36E-12,46.9,-0.002
92.75,-5.33E-12,46.9,-0.002
92.8,-5.30E-12,47,-0.002
92.85,-5.26E-12,47,-0.002
92.9,-5.22E-12,47,-0.002
92.95,-5.19E-12,47,-0.002
93,-5.17E-12,47.1,-0.002
93.05,-5.13E-12,47.1,-0.002
93.1,-5.09E-12,47.1,-0.002
93.15,-5.06E-12,47.1,-0.002
93.2,-5.02E-12,47.1,-0.002
93.25,-4.98E-12,47.2,-0.002
93.3,-4.96E-12,47.2,-0.002
93.35,-4.93E-12,47.2,-0.002
93.4,-4.90E-12,47.3,-0.002
93.45,-4.88E-12,47.3,-0.002
93.5,-4.86E-12,47.3,-0.002
93.55,-4.83E-12,47.3,-0.002
93.6,-4.80E-12,47.4,-0.002
93.65,-4.79E-12,47.4,-0.002
93.7,-4.75E-12,47.5,-0.002
93.75,-4.72E-12,47.5,-0.002
93.8,-4.70E-12,47.5,-0.002
93.85,-4.67E-12,47.6,-0.002
93.9,-4.66E-12,47.6,-0.002
93.95,-4.64E-12,47.7,-0.002
94,-4.61E-12,47.7,-0.002
94.05,-4.61E-12,47.7,-0.002
94.1,-4.59E-12,47.8,-0.002
94.15,-4.59E-12,47.8,-0.002
94.2,-4.59E-12,47.8,-0.002
94.25,-4.61E-12,47.9,-0.002
94.3,-4.62E-12,47.9,-0.002
94.35,-4.62E-12,47.9,-0.002
94.4,-4.64E-12,48,-0.002
94.45,-4.65E-12,48,-0.002
94.5,-4.67E-12,48,-0.002
94.55,-4.68E-12,48,-0.002
94.6,-4.70E-12,48.1,-0.002
94.65,-4.72E-12,48.1,-0.002
94.7,-4.73E-12,48.1,-0.002
94.75,-4.75E-12,48.1,-0.002
94.8,-4.78E-12,48.2,-0.002
94.85,-4.80E-12,48.2,-0.002
94.9,-4.83E-12,48.2,-0.002
94.95,-4.85E-12,48.2,-0.002
95,-4.89E-12,48.3,-0.002
95.05,-4.92E-12,48.3,-0.002
95.1,-4.95E-12,48.3,-0.002
95.15,-4.97E-12,48.3,-0.002
95.2,-5.02E-12,48.3,-0.002
95.25,-5.04E-12,48.4,-0.002
95.3,-5.09E-12,48.4,-0.002
95.35,-5.11E-12,48.4,-0.002
95.4,-5.16E-12,48.4,-0.002
95.45,-5.19E-12,48.4,-0.002
95.5,-5.23E-12,48.5,-0.002
95.55,-5.26E-12,48.5,-0.002
95.6,-5.30E-12,48.5,-0.002
95.65,-5.35E-12,48.5,-0.002
95.7,-5.38E-12,48.6,-0.002
95.75,-5.42E-12,48.6,-0.002
95.8,-5.46E-12,48.6,-0.002
95.85,-5.50E-12,48.6,-0.002
95.9,-5.55E-12,48.6,-0.002
95.95,-5.59E-12,48.6,-0.002
96,-5.62E-12,48.7,-0.002
96.05,-5.67E-12,48.7,-0.002
96.1,-5.71E-12,48.7,-0.002
96.15,-5.74E-12,48.7,-0.002
96.2,-5.79E-12,48.7,-0.002
96.25,-5.82E-12,48.7,-0.002
96.3,-5.86E-12,48.7,-0.002
96.35,-5.90E-12,48.7,-0.002
96.4,-5.93E-12,48.7,-0.002
96.45,-5.97E-12,48.7,-0.002
96.5,-5.98E-12,48.7,-0.002
96.55,-5.98E-12,48.7,-0.002
96.6,-5.98E-12,48.7,-0.002
96.65,-5.98E-12,48.7,-0.002
96.7,-5.98E-12,48.7,-0.002
96.75,-5.98E-12,48.7,-0.002
96.8,-5.97E-12,48.7,-0.002
96.85,-5.97E-12,48.7,-0.002
96.9,-5.95E-12,48.7,-0.002
96.95,-5.96E-12,48.7,-0.002
97,-5.95E-12,48.7,-0.002
97.05,-5.94E-12,48.7,-0.002
97.1,-5.97E-12,48.7,-0.002
97.15,-5.96E-12,48.7,-0.002
97.2,-5.97E-12,48.7,-0.002
97.25,-5.97E-12,48.7,-0.002
97.3,-5.97E-12,48.7,-0.002
97.35,-5.96E-12,48.7,-0.002
97.4,-5.96E-12,48.7,-0.002
97.45,-5.96E-12,48.7,-0.002
97.5,-5.97E-12,48.7,-0.002
97.55,-5.97E-12,48.7,-0.002
97.6,-5.96E-12,48.7,-0.002
97.65,-5.97E-12,48.7,-0.002
97.7,-5.99E-12,48.7,-0.002
97.75,-5.99E-12,48.7,-0.002
97.8,-6.00E-12,48.7,-0.002
97.85,-6.02E-12,48.8,-0.002
97.9,-6.03E-12,48.8,-0.002
97.95,-6.05E-12,48.8,-0.002
98,-6.06E-12,48.8,-0.002
98.05,-6.09E-12,48.8,-0.002
98.1,-6.11E-12,48.8,-0.002
98.15,-6.13E-12,48.8,-0.002
98.2,-6.15E-12,48.8,-0.002
98.25,-6.16E-12,48.9,-0.002
98.3,-6.21E-12,48.9,-0.002
98.35,-6.23E-12,48.9,-0.002
98.4,-6.27E-12,48.9,-0.002
98.45,-6.29E-12,48.9,-0.002
98.5,-6.33E-12,48.9,-0.002
98.55,-6.36E-12,48.9,-0.002
98.6,-6.40E-12,49,-0.002
98.65,-6.43E-12,49,-0.002
98.7,-6.47E-12,49,-0.002
98.75,-6.51E-12,49,-0.002
98.8,-6.54E-12,49,-0.002
98.85,-6.60E-12,49.1,-0.002
98.9,-6.63E-12,49.1,-0.002
98.95,-6.70E-12,49.1,-0.002
99,-6.74E-12,49.1,-0.002
99.05,-6.78E-12,49.1,-0.002
99.1,-6.83E-12,49.2,-0.002
99.15,-6.88E-12,49.2,-0.002
99.2,-6.94E-12,49.2,-0.002
99.25,-6.99E-12,49.2,-0.002
99.3,-7.02E-12,49.2,-0.002
99.35,-7.08E-12,49.2,-0.002
99.4,-7.13E-12,49.3,-0.002
99.45,-7.16E-12,49.3,-0.002
99.5,-7.21E-12,49.3,-0.002
99.55,-7.25E-12,49.3,-0.002
99.6,-7.29E-12,49.3,-0.002
99.65,-7.32E-12,49.3,-0.002
99.7,-7.36E-12,49.3,-0.002
99.75,-7.39E-12,49.3,-0.002
99.8,-7.43E-12,49.3,-0.002
99.85,-7.45E-12,49.4,-0.002
99.9,-7.48E-12,49.4,-0.002
99.95,-7.52E-12,49.4,-0.002
100,-7.54E-12,49.4,-0.002
100.05,-7.57E-12,49.4,-0.002
100.1,-7.59E-12,49.4,-0.002
100.15,-7.61E-12,49.4,-0.002
100.2,-7.65E-12,49.4,-0.002
100.25,-7.66E-12,49.4,-0.002
100.3,-7.69E-12,49.4,-0.002
100.35,-7.71E-12,49.5,-0.002
100.4,-7.73E-12,49.5,-0.002
100.45,-7.74E-12,49.5,-0.002
100.5,-7.78E-12,49.5,-0.002
100.55,-7.80E-12,49.5,-0.002
100.6,-7.83E-12,49.5,-0.002
100.65,-7.86E-12,49.5,-0.002
100.7,-7.88E-12,49.5,-0.002
100.75,-7.91E-12,49.6,-0.002
100.8,-7.93E-12,49.6,-0.002
100.85,-7.95E-12,49.6,-0.002
100.9,-7.97E-12,49.6,-0.002
100.95,-8.00E-12,49.6,-0.002
101,-8.02E-12,49.7,-0.002
101.05,-8.05E-12,49.7,-0.002
101.1,-8.08E-12,49.7,-0.002
101.15,-8.10E-12,49.7,-0.002
101.2,-8.13E-12,49.7,-0.002
101.25,-8.15E-12,49.7,-0.002
101.3,-8.18E-12,49.7,-0.002
101.35,-8.19E-12,49.8,-0.002
101.4,-8.21E-12,49.8,-0.002
101.45,-8.24E-12,49.8,-0.002
101.5,-8.26E-12,49.8,-0.002
101.55,-8.27E-12,49.8,-0.002
101.6,-8.30E-12,49.8,-0.002
101.65,-8.31E-12,49.8,-0.002
101.7,-8.32E-12,49.8,-0.002
101.75,-8.34E-12,49.8,-0.002
101.8,-8.35E-12,49.9,-0.002
101.85,-8.37E-12,49.9,-0.002
101.9,-8.39E-12,49.9,-0.002
101.95,-8.40E-12,49.9,-0.002
102,-8.40E-12,49.9,-0.002
102.05,-8.42E-12,49.9,-0.002
102.1,-8.44E-12,49.9,-0.002
102.15,-8.43E-12,49.9,-0.002
102.2,-8.45E-12,50,-0.002
102.25,-8.46E-12,50,-0.002
102.3,-8.48E-12,50,-0.002
102.35,-8.49E-12,50,-0.002
102.4,-8.49E-12,50,-0.002
102.45,-8.49E-12,50,-0.002
102.5,-8.51E-12,50,-0.002
102.55,-8.52E-12,50.1,-0.002
102.6,-8.52E-12,50.1,-0.002
102.65,-8.53E-12,50.1,-0.002
102.7,-8.54E-12,50.1,-0.002
102.75,-8.54E-12,50.1,-0.002
102.8,-8.55E-12,50.1,-0.002
102.85,-8.53E-12,50.2,-0.002
102.9,-8.54E-12,50.2,-0.002
102.95,-8.54E-12,50.2,-0.002
103,-8.52E-12,50.2,-0.002
103.05,-8.52E-12,50.2,-0.002
103.1,-8.52E-12,50.3,-0.002
103.15,-8.51E-12,50.3,-0.002
103.2,-8.50E-12,50.3,-0.002
103.25,-8.49E-12,50.4,-0.002
103.3,-8.49E-12,50.4,-0.002
103.35,-8.47E-12,50.4,-0.002
103.4,-8.45E-12,50.4,-0.002
103.45,-8.43E-12,50.5,-0.002
103.5,-8.41E-12,50.5,-0.002
103.55,-8.37E-12,50.5,-0.002
103.6,-8.35E-12,50.5,-0.002
103.65,-8.33E-12,50.6,-0.002
103.7,-8.29E-12,50.6,-0.002
103.75,-8.25E-12,50.6,-0.002
103.8,-8.22E-12,50.6,-0.002
103.85,-8.18E-12,50.7,-0.002
103.9,-8.14E-12,50.7,-0.002
103.95,-8.09E-12,50.7,-0.002
104,-8.06E-12,50.7,-0.002
104.05,-8.03E-12,50.8,-0.002
104.1,-7.98E-12,50.8,-0.002
104.15,-7.94E-12,50.8,-0.002
104.2,-7.91E-12,50.8,-0.002
104.25,-7.86E-12,50.9,-0.002
104.3,-7.84E-12,50.9,-0.002
104.35,-7.78E-12,50.9,-0.002
104.4,-7.73E-12,51,-0.002
104.45,-7.69E-12,51,-0.002
104.5,-7.63E-12,51,-0.002
104.55,-7.57E-12,51.1,-0.002
104.6,-7.50E-12,51.1,-0.002
104.65,-7.43E-12,51.1,-0.002
104.7,-7.37E-12,51.1,-0.002
104.75,-7.30E-12,51.2,-0.002
104.8,-7.23E-12,51.2,-0.002
104.85,-7.17E-12,51.3,-0.002
104.9,-7.10E-12,51.3,-0.002
104.95,-7.02E-12,51.3,-0.002
105,-6.95E-12,51.3,-0.002
105.05,-6.88E-12,51.4,-0.002
105.1,-6.80E-12,51.4,-0.002
105.15,-6.72E-12,51.4,-0.002
105.2,-6.65E-12,51.5,-0.002
105.25,-6.57E-12,51.5,-0.002
105.3,-6.51E-12,51.5,-0.002
105.35,-6.43E-12,51.5,-0.002
105.4,-6.36E-12,51.6,-0.002
105.45,-6.30E-12,51.6,-0.002
105.5,-6.24E-12,51.6,-0.002
105.55,-6.17E-12,51.6,-0.002
105.6,-6.13E-12,51.7,-0.002
105.65,-6.08E-12,51.7,-0.002
105.7,-6.02E-12,51.7,-0.002
105.75,-5.96E-12,51.7,-0.002
105.8,-5.91E-12,51.8,-0.002
105.85,-5.85E-12,51.8,-0.002
105.9,-5.81E-12,51.8,-0.002
105.95,-5.75E-12,51.8,-0.002
106,-5.71E-12,51.9,-0.002
106.05,-5.66E-12,51.9,-0.002
106.1,-5.62E-12,51.9,-0.002
106.15,-5.56E-12,51.9,-0.002
106.2,-5.52E-12,52,-0.002
106.25,-5.48E-12,52,-0.002
106.3,-5.45E-12,52,-0.002
106.35,-5.41E-12,52,-0.002
106.4,-5.38E-12,52,-0.002
106.45,-5.34E-12,52.1,-0.002
