"Time (s) Run #1","Current (A) Run #1","Voltage (V) Run #1","ElectronCurrent (10^-10 A) Run #1"
35.950,1.313E-13,3.6,0.00
36.000,1.334E-13,3.6,0.00
36.050,1.382E-13,3.6,0.00
36.100,1.466E-13,3.6,0.00
36.150,1.488E-13,3.6,0.00
36.200,1.431E-13,3.6,0.00
36.250,1.451E-13,3.6,0.00
36.300,1.426E-13,3.6,0.00
36.350,1.293E-13,3.6,0.00
36.400,1.283E-13,3.6,0.00
36.450,1.245E-13,3.6,0.00
36.500,1.287E-13,3.6,0.00
36.550,1.370E-13,3.6,0.00
36.600,1.359E-13,3.6,0.00
36.650,1.366E-13,3.6,0.00
36.700,1.499E-13,3.6,0.00
36.750,1.432E-13,3.6,0.00
36.800,1.384E-13,3.6,0.00
36.850,1.420E-13,3.6,0.00
36.900,1.389E-13,3.6,0.00
36.950,1.382E-13,3.6,0.00
37.000,1.368E-13,3.6,0.00
37.050,1.375E-13,3.6,0.00
37.100,1.475E-13,3.6,0.00
37.150,1.288E-13,3.6,0.00
37.200,1.251E-13,3.6,0.00
37.250,1.243E-13,3.6,0.00
37.300,1.202E-13,3.6,0.00
37.350,1.191E-13,3.6,0.00
37.400,1.260E-13,3.6,0.00
37.450,1.321E-13,3.6,0.00
37.500,1.377E-13,3.6,0.00
37.550,1.239E-13,3.6,0.00
37.600,1.328E-13,3.7,0.00
37.650,1.293E-13,3.7,0.00
37.700,1.295E-13,3.7,0.00
37.750,1.344E-13,3.7,0.00
37.800,1.376E-13,3.7,0.00
37.850,1.409E-13,3.7,0.00
37.900,1.340E-13,3.7,0.00
37.950,1.355E-13,3.7,0.00
38.000,1.338E-13,3.7,0.00
38.050,1.320E-13,3.7,0.00
38.100,1.338E-13,3.8,0.00
38.150,1.354E-13,3.8,0.00
38.200,1.302E-13,3.8,0.00
38.250,1.371E-13,3.8,0.00
38.300,1.210E-13,3.8,0.00
38.350,1.332E-13,3.8,0.00
38.400,1.348E-13,3.8,0.00
38.450,1.318E-13,3.8,0.00
38.500,1.323E-13,3.8,0.00
38.550,1.293E-13,3.9,0.00
38.600,1.206E-13,3.9,0.00
38.650,1.171E-13,3.9,0.00
38.700,1.205E-13,3.9,0.00
38.750,1.123E-13,3.9,0.00
38.800,1.155E-13,3.9,0.00
38.850,1.187E-13,3.9,0.00
38.900,1.169E-13,3.9,0.00
38.950,1.227E-13,3.9,0.00
39.000,1.150E-13,3.9,0.00
39.050,1.206E-13,3.9,0.00
39.100,1.328E-13,3.9,0.00
39.150,1.248E-13,3.9,0.00
39.200,1.326E-13,3.9,0.00
39.250,1.339E-13,3.9,0.00
39.300,1.449E-13,3.9,0.00
39.350,1.350E-13,4.0,0.00
39.400,1.350E-13,4.0,0.00
39.450,1.312E-13,4.0,0.00
39.500,1.384E-13,4.0,0.00
39.550,1.389E-13,4.0,0.00
39.600,1.287E-13,4.0,0.00
39.650,1.365E-13,4.0,0.00
39.700,1.333E-13,4.0,0.00
39.750,1.427E-13,4.0,0.00
39.800,1.318E-13,4.1,0.00
39.850,1.382E-13,4.1,0.00
39.900,1.371E-13,4.1,0.00
39.950,1.351E-13,4.1,0.00
40.000,1.340E-13,4.1,0.00
40.050,1.477E-13,4.1,0.00
40.100,1.342E-13,4.1,0.00
40.150,1.375E-13,4.1,0.00
40.200,1.505E-13,4.1,0.00
40.250,1.610E-13,4.1,0.00
40.300,1.514E-13,4.1,0.00
40.350,1.544E-13,4.1,0.00
40.400,1.442E-13,4.1,0.00
40.450,1.431E-13,4.1,0.00
40.500,1.467E-13,4.1,0.00
40.550,1.382E-13,4.1,0.00
40.600,1.396E-13,4.1,0.00
40.650,1.488E-13,4.1,0.00
40.700,1.338E-13,4.1,0.00
40.750,1.488E-13,4.1,0.00
40.800,1.387E-13,4.1,0.00
40.850,1.361E-13,4.2,0.00
40.900,1.458E-13,4.2,0.00
40.950,1.292E-13,4.2,0.00
41.000,1.365E-13,4.2,0.00
41.050,1.355E-13,4.2,0.00
41.100,1.295E-13,4.2,0.00
41.150,1.370E-13,4.2,0.00
41.200,1.260E-13,4.2,0.00
41.250,1.239E-13,4.2,0.00
41.300,1.256E-13,4.2,0.00
41.350,1.318E-13,4.2,0.00
41.400,1.315E-13,4.3,0.00
41.450,1.248E-13,4.3,0.00
41.500,1.259E-13,4.3,0.00
41.550,1.327E-13,4.3,0.00
41.600,1.335E-13,4.3,0.00
41.650,1.364E-13,4.3,0.00
41.700,1.309E-13,4.3,0.00
41.750,1.394E-13,4.3,0.00
41.800,1.362E-13,4.3,0.00
41.850,1.348E-13,4.3,0.00
41.900,1.372E-13,4.3,0.00
41.950,1.322E-13,4.3,0.00
42.000,1.475E-13,4.3,0.00
42.050,1.300E-13,4.3,0.00
42.100,1.354E-13,4.3,0.00
42.150,1.362E-13,4.3,0.00
42.200,1.318E-13,4.3,0.00
42.250,1.212E-13,4.4,0.00
42.300,1.282E-13,4.4,0.00
42.350,1.151E-13,4.4,0.00
42.400,1.276E-13,4.4,0.00
42.450,1.345E-13,4.4,0.00
42.500,1.254E-13,4.4,0.00
42.550,1.333E-13,4.4,0.00
42.600,1.218E-13,4.4,0.00
42.650,1.355E-13,4.4,0.00
42.700,1.274E-13,4.4,0.00
42.750,1.279E-13,4.4,0.00
42.800,1.290E-13,4.4,0.00
42.850,1.368E-13,4.4,0.00
42.900,1.436E-13,4.4,0.00
42.950,1.378E-13,4.4,0.00
43.000,1.311E-13,4.4,0.00
43.050,1.394E-13,4.4,0.00
43.100,1.394E-13,4.4,0.00
43.150,1.348E-13,4.4,0.00
43.200,1.322E-13,4.4,0.00
43.250,1.481E-13,4.4,0.00
43.300,1.527E-13,4.4,0.00
43.350,1.348E-13,4.5,0.00
43.400,1.410E-13,4.5,0.00
43.450,1.418E-13,4.5,0.00
43.500,1.335E-13,4.5,0.00
43.550,1.381E-13,4.5,0.00
43.600,1.399E-13,4.5,0.00
43.650,1.301E-13,4.5,0.00
43.700,1.316E-13,4.5,0.00
43.750,1.300E-13,4.5,0.00
43.800,1.274E-13,4.5,0.00
43.850,1.420E-13,4.5,0.00
43.900,1.372E-13,4.6,0.00
43.950,1.431E-13,4.6,0.00
44.000,1.389E-13,4.6,0.00
44.050,1.332E-13,4.6,0.00
44.100,1.450E-13,4.6,0.00
44.150,1.440E-13,4.6,0.00
44.200,1.460E-13,4.6,0.00
44.250,1.346E-13,4.6,0.00
44.300,1.360E-13,4.6,0.00
44.350,1.355E-13,4.6,0.00
44.400,1.318E-13,4.6,0.00
44.450,1.428E-13,4.6,0.00
44.500,1.486E-13,4.6,0.00
44.550,1.431E-13,4.7,0.00
44.600,1.365E-13,4.7,0.00
44.650,1.318E-13,4.7,0.00
44.700,1.366E-13,4.7,0.00
44.750,1.312E-13,4.7,0.00
44.800,1.299E-13,4.7,0.00
44.850,1.278E-13,4.7,0.00
44.900,1.375E-13,4.7,0.00
44.950,1.364E-13,4.7,0.00
45.000,1.331E-13,4.7,0.00
45.050,1.257E-13,4.7,0.00
45.100,1.362E-13,4.7,0.00
45.150,1.392E-13,4.7,0.00
45.200,1.357E-13,4.7,0.00
45.250,1.395E-13,4.7,0.00
45.300,1.434E-13,4.7,0.00
45.350,1.420E-13,4.8,0.00
45.400,1.323E-13,4.8,0.00
45.450,1.372E-13,4.8,0.00
45.500,1.516E-13,4.8,0.00
45.550,1.306E-13,4.8,0.00
45.600,1.453E-13,4.8,0.00
45.650,1.418E-13,4.8,0.00
45.700,1.455E-13,4.8,0.00
45.750,1.422E-13,4.8,0.00
45.800,1.444E-13,4.8,0.00
45.850,1.409E-13,4.8,0.00
45.900,1.329E-13,4.8,0.00
45.950,1.385E-13,4.8,0.00
46.000,1.404E-13,4.8,0.00
46.050,1.302E-13,4.8,0.00
46.100,1.217E-13,4.8,0.00
46.150,1.274E-13,4.8,0.00
46.200,1.282E-13,4.8,0.00
46.250,1.184E-13,4.8,0.00
46.300,1.240E-13,4.8,0.00
46.350,1.260E-13,4.8,0.00
46.400,1.317E-13,4.8,0.00
46.450,1.277E-13,4.8,0.00
46.500,1.385E-13,4.8,0.00
46.550,1.406E-13,4.8,0.00
46.600,1.383E-13,4.8,0.00
46.650,1.409E-13,4.8,0.00
46.700,1.403E-13,4.8,0.00
46.750,1.260E-13,4.8,0.00
46.800,1.381E-13,4.8,0.00
46.850,1.345E-13,4.8,0.00
46.900,1.339E-13,4.8,0.00
46.950,1.246E-13,4.8,0.00
47.000,1.390E-13,4.8,0.00
47.050,1.266E-13,4.8,0.00
47.100,1.321E-13,4.8,0.00
47.150,1.361E-13,4.8,0.00
47.200,1.327E-13,4.8,0.00
47.250,1.317E-13,4.8,0.00
47.300,1.288E-13,4.8,0.00
47.350,1.251E-13,4.8,0.00
47.400,1.295E-13,4.8,0.00
47.450,1.366E-13,4.8,0.00
47.500,1.344E-13,4.8,0.00
47.550,1.337E-13,4.8,0.00
47.600,1.171E-13,4.8,0.00
47.650,1.443E-13,4.8,0.00
47.700,1.335E-13,4.9,0.00
47.750,1.279E-13,4.9,0.00
47.800,1.381E-13,4.9,0.00
47.850,1.364E-13,4.9,0.00
47.900,1.387E-13,4.9,0.00
47.950,1.405E-13,4.9,0.00
48.000,1.304E-13,4.9,0.00
48.050,1.371E-13,4.9,0.00
48.100,1.409E-13,5.0,0.00
48.150,1.372E-13,5.0,0.00
48.200,1.394E-13,5.0,0.00
48.250,1.484E-13,5.0,0.00
48.300,1.434E-13,5.0,0.00
48.350,1.467E-13,5.1,0.00
48.400,1.318E-13,5.1,0.00
48.450,1.252E-13,5.1,0.00
48.500,1.333E-13,5.1,0.00
48.550,1.106E-13,5.1,0.00
48.600,1.282E-13,5.1,0.00
48.650,1.176E-13,5.1,0.00
48.700,1.119E-13,5.2,0.00
48.750,1.083E-13,5.2,0.00
48.800,1.082E-13,5.2,0.00
48.850,1.202E-13,5.2,0.00
48.900,1.202E-13,5.2,0.00
48.950,1.254E-13,5.2,0.00
49.000,1.105E-13,5.3,0.00
49.050,1.151E-13,5.3,0.00
49.100,1.333E-13,5.3,0.00
49.150,1.311E-13,5.3,0.00
49.200,1.315E-13,5.3,0.00
49.250,1.266E-13,5.4,0.00
49.300,1.210E-13,5.4,0.00
49.350,1.224E-13,5.4,0.00
49.400,1.389E-13,5.4,0.00
49.450,1.239E-13,5.4,0.00
49.500,1.346E-13,5.5,0.00
49.550,1.375E-13,5.5,0.00
49.600,1.296E-13,5.5,0.00
49.650,1.400E-13,5.5,0.00
49.700,1.302E-13,5.5,0.00
49.750,1.296E-13,5.5,0.00
49.800,1.239E-13,5.5,0.00
49.850,1.271E-13,5.5,0.00
49.900,1.302E-13,5.5,0.00
49.950,1.210E-13,5.5,0.00
50.000,1.066E-13,5.5,0.00
50.050,1.034E-13,5.5,0.00
50.100,9.607E-14,5.5,9.61E-4
50.150,9.058E-14,5.5,9.06E-4
50.200,7.874E-14,5.5,7.87E-4
50.250,8.618E-14,5.5,8.62E-4
50.300,8.264E-14,5.5,8.26E-4
50.350,8.398E-14,5.6,8.40E-4
50.400,9.094E-14,5.6,9.09E-4
50.450,8.765E-14,5.6,8.76E-4
50.500,9.741E-14,5.6,9.74E-4
50.550,9.961E-14,5.6,9.96E-4
50.600,1.095E-13,5.6,0.00
50.650,1.304E-13,5.6,0.00
50.700,1.244E-13,5.7,0.00
50.750,1.129E-13,5.7,0.00
50.800,1.266E-13,5.7,0.00
50.850,1.309E-13,5.7,0.00
50.900,1.237E-13,5.7,0.00
50.950,1.304E-13,5.8,0.00
51.000,1.270E-13,5.8,0.00
51.050,1.252E-13,5.8,0.00
51.100,1.339E-13,5.9,0.00
51.150,1.310E-13,5.9,0.00
51.200,1.338E-13,5.9,0.00
51.250,1.279E-13,5.9,0.00
51.300,1.324E-13,5.9,0.00
51.350,1.310E-13,5.9,0.00
51.400,1.396E-13,6.0,0.00
51.450,1.266E-13,6.0,0.00
51.500,1.470E-13,6.0,0.00
51.550,1.433E-13,6.0,0.00
51.600,1.432E-13,6.0,0.00
51.650,1.443E-13,6.0,0.00
51.700,1.489E-13,6.0,0.00
51.750,1.471E-13,6.0,0.00
51.800,1.403E-13,6.1,0.00
51.850,1.450E-13,6.1,0.00
51.900,1.526E-13,6.1,0.00
51.950,1.440E-13,6.1,0.00
52.000,1.431E-13,6.1,0.00
52.050,1.373E-13,6.1,0.00
52.100,1.429E-13,6.1,0.00
52.150,1.290E-13,6.1,0.00
52.200,1.407E-13,6.1,0.00
52.250,1.362E-13,6.1,0.00
52.300,1.395E-13,6.1,0.00
52.350,1.379E-13,6.1,0.00
52.400,1.271E-13,6.1,0.00
52.450,1.310E-13,6.1,0.00
52.500,1.368E-13,6.1,0.00
52.550,1.519E-13,6.1,0.00
52.600,1.520E-13,6.1,0.00
52.650,1.454E-13,6.1,0.00
52.700,1.395E-13,6.1,0.00
52.750,1.355E-13,6.1,0.00
52.800,1.357E-13,6.1,0.00
52.850,1.406E-13,6.2,0.00
52.900,1.260E-13,6.1,0.00
52.950,1.438E-13,6.2,0.00
53.000,1.174E-13,6.1,0.00
53.050,1.272E-13,6.1,0.00
53.100,1.218E-13,6.2,0.00
53.150,1.326E-13,6.2,0.00
53.200,1.224E-13,6.2,0.00
53.250,1.322E-13,6.2,0.00
53.300,1.216E-13,6.2,0.00
53.350,1.105E-13,6.1,0.00
53.400,1.263E-13,6.2,0.00
53.450,1.315E-13,6.2,0.00
53.500,1.244E-13,6.2,0.00
53.550,1.327E-13,6.2,0.00
53.600,1.312E-13,6.2,0.00
53.650,1.324E-13,6.2,0.00
53.700,1.342E-13,6.2,0.00
53.750,1.329E-13,6.2,0.00
53.800,1.348E-13,6.1,0.00
53.850,1.462E-13,6.2,0.00
53.900,1.406E-13,6.2,0.00
53.950,1.522E-13,6.2,0.00
54.000,1.603E-13,6.2,0.00
54.050,1.638E-13,6.2,0.00
54.100,1.458E-13,6.2,0.00
54.150,1.412E-13,6.2,0.00
54.200,1.566E-13,6.2,0.00
54.250,1.619E-13,6.2,0.00
54.300,1.525E-13,6.2,0.00
54.350,1.387E-13,6.2,0.00
54.400,1.522E-13,6.2,0.00
54.450,1.504E-13,6.2,0.00
54.500,1.458E-13,6.2,0.00
54.550,1.378E-13,6.2,0.00
54.600,1.249E-13,6.3,0.00
54.650,1.388E-13,6.3,0.00
54.700,1.383E-13,6.3,0.00
54.750,1.368E-13,6.3,0.00
54.800,1.436E-13,6.4,0.00
54.850,1.329E-13,6.4,0.00
54.900,1.346E-13,6.4,0.00
54.950,1.393E-13,6.4,0.00
55.000,1.364E-13,6.4,0.00
55.050,1.416E-13,6.4,0.00
55.100,1.526E-13,6.4,0.00
55.150,1.456E-13,6.4,0.00
55.200,1.438E-13,6.4,0.00
55.250,1.541E-13,6.4,0.00
55.300,1.504E-13,6.4,0.00
55.350,1.499E-13,6.4,0.00
55.400,1.526E-13,6.4,0.00
55.450,1.406E-13,6.4,0.00
55.500,1.409E-13,6.4,0.00
55.550,1.407E-13,6.4,0.00
55.600,1.382E-13,6.4,0.00
55.650,1.293E-13,6.4,0.00
55.700,1.367E-13,6.4,0.00
55.750,1.296E-13,6.4,0.00
55.800,1.318E-13,6.4,0.00
55.850,1.277E-13,6.4,0.00
55.900,1.403E-13,6.4,0.00
55.950,1.448E-13,6.4,0.00
56.000,1.464E-13,6.4,0.00
56.050,1.372E-13,6.4,0.00
56.100,1.488E-13,6.4,0.00
56.150,1.447E-13,6.4,0.00
56.200,1.495E-13,6.4,0.00
56.250,1.409E-13,6.4,0.00
56.300,1.486E-13,6.4,0.00
56.350,1.470E-13,6.4,0.00
56.400,1.464E-13,6.4,0.00
56.450,1.550E-13,6.4,0.00
56.500,1.630E-13,6.4,0.00
56.550,1.548E-13,6.4,0.00
56.600,1.458E-13,6.4,0.00
56.650,1.526E-13,6.4,0.00
56.700,1.484E-13,6.4,0.00
56.750,1.469E-13,6.4,0.00
56.800,1.429E-13,6.5,0.00
56.850,1.432E-13,6.5,0.00
56.900,1.571E-13,6.5,0.00
56.950,1.528E-13,6.5,0.00
57.000,1.466E-13,6.5,0.00
57.050,1.469E-13,6.5,0.00
57.100,1.467E-13,6.5,0.00
57.150,1.538E-13,6.5,0.00
57.200,1.482E-13,6.5,0.00
57.250,1.438E-13,6.5,0.00
57.300,1.465E-13,6.5,0.00
57.350,1.542E-13,6.5,0.00
57.400,1.476E-13,6.5,0.00
57.450,1.440E-13,6.5,0.00
57.500,1.415E-13,6.6,0.00
57.550,1.392E-13,6.6,0.00
57.600,1.436E-13,6.6,0.00
57.650,1.471E-13,6.6,0.00
57.700,1.487E-13,6.6,0.00
57.750,1.422E-13,6.6,0.00
57.800,1.501E-13,6.6,0.00
57.850,1.472E-13,6.6,0.00
57.900,1.569E-13,6.6,0.00
57.950,1.479E-13,6.6,0.00
58.000,1.521E-13,6.6,0.00
58.050,1.537E-13,6.6,0.00
58.100,1.503E-13,6.6,0.00
58.150,1.483E-13,6.6,0.00
58.200,1.440E-13,6.6,0.00
58.250,1.516E-13,6.6,0.00
58.300,1.547E-13,6.6,0.00
58.350,1.487E-13,6.6,0.00
58.400,1.554E-13,6.6,0.00
58.450,1.451E-13,6.6,0.00
58.500,1.504E-13,6.6,0.00
58.550,1.541E-13,6.6,0.00
58.600,1.514E-13,6.6,0.00
58.650,1.501E-13,6.6,0.00
58.700,1.475E-13,6.6,0.00
58.750,1.519E-13,6.7,0.00
58.800,1.569E-13,6.7,0.00
58.850,1.592E-13,6.7,0.00
58.900,1.481E-13,6.7,0.00
58.950,1.519E-13,6.7,0.00
59.000,1.459E-13,6.7,0.00
59.050,1.481E-13,6.7,0.00
59.100,1.556E-13,6.7,0.00
59.150,1.448E-13,6.7,0.00
59.200,1.407E-13,6.7,0.00
59.250,1.458E-13,6.7,0.00
59.300,1.385E-13,6.7,0.00
59.350,1.508E-13,6.7,0.00
59.400,1.359E-13,6.7,0.00
59.450,1.394E-13,6.7,0.00
59.500,1.382E-13,6.7,0.00
59.550,1.458E-13,6.7,0.00
59.600,1.492E-13,6.7,0.00
59.650,1.370E-13,6.7,0.00
59.700,1.326E-13,6.7,0.00
59.750,1.337E-13,6.7,0.00
59.800,1.293E-13,6.7,0.00
59.850,1.312E-13,6.7,0.00
59.900,1.224E-13,6.7,0.00
59.950,1.235E-13,6.8,0.00
60.000,1.123E-13,6.8,0.00
60.050,1.329E-13,6.8,0.00
60.100,1.299E-13,6.8,0.00
60.150,1.389E-13,6.8,0.00
60.200,1.394E-13,6.8,0.00
60.250,1.403E-13,6.9,0.00
60.300,1.477E-13,6.9,0.00
60.350,1.486E-13,6.9,0.00
60.400,1.506E-13,6.9,0.00
60.450,1.427E-13,6.9,0.00
60.500,1.368E-13,6.9,0.00
60.550,1.560E-13,6.9,0.00
60.600,1.387E-13,6.9,0.00
60.650,1.416E-13,6.9,0.00
60.700,1.418E-13,6.9,0.00
60.750,1.445E-13,6.9,0.00
60.800,1.575E-13,6.9,0.00
60.850,1.447E-13,6.9,0.00
60.900,1.399E-13,6.9,0.00
60.950,1.407E-13,7.0,0.00
61.000,1.501E-13,7.0,0.00
61.050,1.497E-13,7.0,0.00
61.100,1.542E-13,7.0,0.00
61.150,1.602E-13,7.0,0.00
61.200,1.515E-13,7.0,0.00
61.250,1.421E-13,7.0,0.00
61.300,1.573E-13,7.0,0.00
61.350,1.437E-13,7.0,0.00
61.400,1.532E-13,7.0,0.00
61.450,1.537E-13,7.0,0.00
61.500,1.595E-13,7.0,0.00
61.550,1.539E-13,7.0,0.00
61.600,1.493E-13,7.1,0.00
61.650,1.515E-13,7.1,0.00
61.700,1.517E-13,7.1,0.00
61.750,1.454E-13,7.1,0.00
61.800,1.488E-13,7.1,0.00
61.850,1.534E-13,7.1,0.00
61.900,1.493E-13,7.1,0.00
61.950,1.521E-13,7.2,0.00
62.000,1.470E-13,7.2,0.00
62.050,1.422E-13,7.2,0.00
62.100,1.522E-13,7.2,0.00
62.150,1.412E-13,7.2,0.00
62.200,1.458E-13,7.2,0.00
62.250,1.417E-13,7.2,0.00
62.300,1.394E-13,7.2,0.00
62.350,1.526E-13,7.2,0.00
62.400,1.519E-13,7.2,0.00
62.450,1.447E-13,7.2,0.00
62.500,1.470E-13,7.2,0.00
62.550,1.539E-13,7.2,0.00
62.600,1.566E-13,7.2,0.00
62.650,1.606E-13,7.2,0.00
62.700,1.539E-13,7.2,0.00
62.750,1.589E-13,7.2,0.00
62.800,1.542E-13,7.2,0.00
62.850,1.537E-13,7.2,0.00
62.900,1.541E-13,7.2,0.00
62.950,1.519E-13,7.2,0.00
63.000,1.577E-13,7.3,0.00
63.050,1.516E-13,7.3,0.00
63.100,1.564E-13,7.3,0.00
63.150,1.499E-13,7.3,0.00
63.200,1.506E-13,7.3,0.00
63.250,1.475E-13,7.3,0.00
63.300,1.576E-13,7.3,0.00
63.350,1.583E-13,7.3,0.00
63.400,1.547E-13,7.3,0.00
63.450,1.638E-13,7.3,0.00
63.500,1.707E-13,7.4,0.00
63.550,1.584E-13,7.4,0.00
63.600,1.558E-13,7.4,0.00
63.650,1.573E-13,7.4,0.00
63.700,1.471E-13,7.4,0.00
63.750,1.497E-13,7.4,0.00
63.800,1.445E-13,7.5,0.00
63.850,1.366E-13,7.5,0.00
63.900,1.542E-13,7.5,0.00
63.950,1.438E-13,7.5,0.00
64.000,1.523E-13,7.5,0.00
64.050,1.486E-13,7.5,0.00
64.100,1.498E-13,7.5,0.00
64.150,1.554E-13,7.5,0.00
64.200,1.615E-13,7.5,0.00
64.250,1.603E-13,7.5,0.00
64.300,1.562E-13,7.5,0.00
64.350,1.632E-13,7.6,0.00
64.400,1.647E-13,7.6,0.00
64.450,1.575E-13,7.6,0.00
64.500,1.653E-13,7.6,0.00
64.550,1.676E-13,7.6,0.00
64.600,1.732E-13,7.6,0.00
64.650,1.624E-13,7.6,0.00
64.700,1.511E-13,7.6,0.00
64.750,1.606E-13,7.6,0.00
64.800,1.548E-13,7.6,0.00
64.850,1.545E-13,7.6,0.00
64.900,1.619E-13,7.6,0.00
64.950,1.475E-13,7.6,0.00
65.000,1.470E-13,7.6,0.00
65.050,1.572E-13,7.6,0.00
65.100,1.637E-13,7.6,0.00
65.150,1.678E-13,7.6,0.00
65.200,1.687E-13,7.6,0.00
65.250,1.653E-13,7.6,0.00
65.300,1.519E-13,7.6,0.00
65.350,1.718E-13,7.6,0.00
65.400,1.619E-13,7.6,0.00
65.450,1.619E-13,7.6,0.00
65.500,1.611E-13,7.6,0.00
65.550,1.614E-13,7.6,0.00
65.600,1.599E-13,7.7,0.00
65.650,1.552E-13,7.7,0.00
65.700,1.598E-13,7.7,0.00
65.750,1.436E-13,7.7,0.00
65.800,1.501E-13,7.7,0.00
65.850,1.410E-13,7.7,0.00
65.900,1.458E-13,7.7,0.00
65.950,1.420E-13,7.7,0.00
66.000,1.466E-13,7.7,0.00
66.050,1.565E-13,7.7,0.00
66.100,1.572E-13,7.7,0.00
66.150,1.573E-13,7.8,0.00
66.200,1.573E-13,7.8,0.00
66.250,1.508E-13,7.8,0.00
66.300,1.593E-13,7.8,0.00
66.350,1.555E-13,7.8,0.00
66.400,1.700E-13,7.8,0.00
66.450,1.571E-13,7.8,0.00
66.500,1.504E-13,7.8,0.00
66.550,1.525E-13,7.8,0.00
66.600,1.533E-13,7.8,0.00
66.650,1.515E-13,7.8,0.00
66.700,1.362E-13,7.9,0.00
66.750,1.475E-13,7.9,0.00
66.800,1.591E-13,7.9,0.00
66.850,1.532E-13,7.9,0.00
66.900,1.506E-13,7.9,0.00
66.950,1.696E-13,7.9,0.00
67.000,1.510E-13,8.0,0.00
67.050,1.506E-13,8.0,0.00
67.100,1.541E-13,8.0,0.00
67.150,1.390E-13,8.0,0.00
67.200,1.375E-13,8.0,0.00
67.250,1.478E-13,8.0,0.00
67.300,1.370E-13,8.0,0.00
67.350,1.390E-13,8.0,0.00
67.400,1.460E-13,8.1,0.00
67.450,1.482E-13,8.1,0.00
67.500,1.509E-13,8.1,0.00
67.550,1.460E-13,8.1,0.00
67.600,1.477E-13,8.1,0.00
67.650,1.416E-13,8.1,0.00
67.700,1.410E-13,8.1,0.00
67.750,1.486E-13,8.1,0.00
67.800,1.481E-13,8.1,0.00
67.850,1.515E-13,8.1,0.00
67.900,1.537E-13,8.1,0.00
67.950,1.458E-13,8.1,0.00
68.000,1.498E-13,8.1,0.00
68.050,1.469E-13,8.1,0.00
68.100,1.425E-13,8.1,0.00
68.150,1.470E-13,8.1,0.00
68.200,1.469E-13,8.1,0.00
68.250,1.567E-13,8.1,0.00
68.300,1.464E-13,8.1,0.00
68.350,1.423E-13,8.1,0.00
68.400,1.543E-13,8.2,0.00
68.450,1.454E-13,8.2,0.00
68.500,1.492E-13,8.2,0.00
68.550,1.407E-13,8.2,0.00
68.600,1.355E-13,8.2,0.00
68.650,1.401E-13,8.2,0.00
68.700,1.320E-13,8.2,0.00
68.750,1.409E-13,8.2,0.00
68.800,1.290E-13,8.2,0.00
68.850,1.294E-13,8.2,0.00
68.900,1.353E-13,8.2,0.00
68.950,1.340E-13,8.2,0.00
69.000,1.370E-13,8.2,0.00
69.050,1.588E-13,8.2,0.00
69.100,1.442E-13,8.2,0.00
69.150,1.500E-13,8.2,0.00
69.200,1.501E-13,8.3,0.00
69.250,1.475E-13,8.3,0.00
69.300,1.438E-13,8.3,0.00
69.350,1.498E-13,8.3,0.00
69.400,1.395E-13,8.3,0.00
69.450,1.305E-13,8.3,0.00
69.500,1.436E-13,8.3,0.00
69.550,1.356E-13,8.3,0.00
69.600,1.205E-13,8.3,0.00
69.650,1.241E-13,8.3,0.00
69.700,1.229E-13,8.3,0.00
69.750,1.259E-13,8.3,0.00
69.800,1.299E-13,8.3,0.00
69.850,1.266E-13,8.3,0.00
69.900,1.394E-13,8.3,0.00
69.950,1.295E-13,8.3,0.00
70.000,1.469E-13,8.4,0.00
70.050,1.298E-13,8.4,0.00
70.100,1.342E-13,8.4,0.00
70.150,1.385E-13,8.4,0.00
70.200,1.354E-13,8.4,0.00
70.250,1.426E-13,8.4,0.00
70.300,1.429E-13,8.4,0.00
70.350,1.400E-13,8.4,0.00
70.400,1.306E-13,8.4,0.00
70.450,1.316E-13,8.4,0.00
70.500,1.445E-13,8.4,0.00
70.550,1.390E-13,8.4,0.00
70.600,1.375E-13,8.4,0.00
70.650,1.407E-13,8.4,0.00
70.700,1.467E-13,8.4,0.00
70.750,1.394E-13,8.4,0.00
70.800,1.370E-13,8.4,0.00
70.850,1.322E-13,8.4,0.00
70.900,1.394E-13,8.4,0.00
70.950,1.532E-13,8.4,0.00
71.000,1.436E-13,8.4,0.00
71.050,1.421E-13,8.4,0.00
71.100,1.515E-13,8.4,0.00
71.150,1.462E-13,8.4,0.00
71.200,1.509E-13,8.4,0.00
71.250,1.523E-13,8.4,0.00
71.300,1.569E-13,8.4,0.00
71.350,1.525E-13,8.4,0.00
71.400,1.545E-13,8.4,0.00
71.450,1.499E-13,8.4,0.00
71.500,1.418E-13,8.4,0.00
71.550,1.520E-13,8.4,0.00
71.600,1.454E-13,8.4,0.00
71.650,1.454E-13,8.4,0.00
71.700,1.528E-13,8.4,0.00
71.750,1.451E-13,8.4,0.00
71.800,1.406E-13,8.4,0.00
71.850,1.508E-13,8.4,0.00
71.900,1.501E-13,8.4,0.00
71.950,1.489E-13,8.4,0.00
72.000,1.505E-13,8.4,0.00
72.050,1.324E-13,8.4,0.00
72.100,1.570E-13,8.4,0.00
72.150,1.580E-13,8.4,0.00
72.200,1.534E-13,8.4,0.00
72.250,1.514E-13,8.4,0.00
72.300,1.626E-13,8.4,0.00
72.350,1.541E-13,8.4,0.00
72.400,1.539E-13,8.4,0.00
72.450,1.448E-13,8.4,0.00
72.500,1.539E-13,8.4,0.00
