"Time (s) Run #1","Current (A) Run #1","Voltage (V) Run #1","ElectronCurrent (10^-10 A) Run #1"
72.550,1.553E-13,8.4,0.00
72.600,1.418E-13,8.4,0.00
72.650,1.475E-13,8.4,0.00
72.700,1.521E-13,8.4,0.00
72.750,1.487E-13,8.4,0.00
72.800,1.375E-13,8.4,0.00
72.850,1.564E-13,8.4,0.00
72.900,1.340E-13,8.4,0.00
72.950,1.383E-13,8.4,0.00
73.000,1.260E-13,8.4,0.00
73.050,1.252E-13,8.4,0.00
73.100,1.157E-13,8.4,0.00
73.150,1.165E-13,8.4,0.00
73.200,1.097E-13,8.4,0.00
73.250,1.235E-13,8.4,0.00
73.300,1.077E-13,8.4,0.00
73.350,1.193E-13,8.4,0.00
73.400,1.177E-13,8.5,0.00
73.450,1.309E-13,8.5,0.00
73.500,1.379E-13,8.5,0.00
73.550,1.328E-13,8.5,0.00
73.600,1.470E-13,8.5,0.00
73.650,1.490E-13,8.5,0.00
73.700,1.483E-13,8.5,0.00
73.750,1.471E-13,8.5,0.00
73.800,1.454E-13,8.5,0.00
73.850,1.406E-13,8.6,0.00
73.900,1.554E-13,8.6,0.00
73.950,1.564E-13,8.6,0.00
74.000,1.531E-13,8.6,0.00
74.050,1.500E-13,8.6,0.00
74.100,1.588E-13,8.6,0.00
74.150,1.500E-13,8.6,0.00
74.200,1.572E-13,8.6,0.00
74.250,1.624E-13,8.6,0.00
74.300,1.593E-13,8.6,0.00
74.350,1.648E-13,8.6,0.00
74.400,1.581E-13,8.7,0.00
74.450,1.611E-13,8.7,0.00
74.500,1.686E-13,8.7,0.00
74.550,1.611E-13,8.7,0.00
74.600,1.582E-13,8.7,0.00
74.650,1.671E-13,8.7,0.00
74.700,1.663E-13,8.8,0.00
74.750,1.591E-13,8.8,0.00
74.800,1.494E-13,8.8,0.00
74.850,1.647E-13,8.8,0.00
74.900,1.553E-13,8.8,0.00
74.950,1.516E-13,8.8,0.00
75.000,1.442E-13,8.8,0.00
75.050,1.628E-13,8.8,0.00
75.100,1.456E-13,8.8,0.00
75.150,1.533E-13,8.8,0.00
75.200,1.481E-13,8.8,0.00
75.250,1.506E-13,8.8,0.00
75.300,1.393E-13,8.8,0.00
75.350,1.475E-13,8.8,0.00
75.400,1.558E-13,8.8,0.00
75.450,1.505E-13,8.8,0.00
75.500,1.514E-13,8.8,0.00
75.550,1.423E-13,8.8,0.00
75.600,1.527E-13,8.9,0.00
75.650,1.536E-13,8.9,0.00
75.700,1.483E-13,8.9,0.00
75.750,1.476E-13,8.9,0.00
75.800,1.556E-13,8.9,0.00
75.850,1.523E-13,8.9,0.00
75.900,1.537E-13,8.9,0.00
75.950,1.539E-13,8.9,0.00
76.000,1.526E-13,8.9,0.00
76.050,1.625E-13,8.9,0.00
76.100,1.559E-13,8.9,0.00
76.150,1.539E-13,8.9,0.00
76.200,1.565E-13,9.0,0.00
76.250,1.573E-13,9.0,0.00
76.300,1.541E-13,9.0,0.00
76.350,1.578E-13,9.0,0.00
76.400,1.538E-13,9.0,0.00
76.450,1.493E-13,9.0,0.00
76.500,1.602E-13,9.0,0.00
76.550,1.655E-13,9.0,0.00
76.600,1.675E-13,9.0,0.00
76.650,1.602E-13,9.0,0.00
76.700,1.549E-13,9.0,0.00
76.750,1.589E-13,9.0,0.00
76.800,1.595E-13,9.0,0.00
76.850,1.564E-13,9.0,0.00
76.900,1.451E-13,9.1,0.00
76.950,1.602E-13,9.1,0.00
77.000,1.562E-13,9.1,0.00
77.050,1.436E-13,9.1,0.00
77.100,1.532E-13,9.1,0.00
77.150,1.567E-13,9.1,0.00
77.200,1.627E-13,9.1,0.00
77.250,1.600E-13,9.1,0.00
77.300,1.533E-13,9.1,0.00
77.350,1.564E-13,9.1,0.00
77.400,1.542E-13,9.1,0.00
77.450,1.418E-13,9.1,0.00
77.500,1.492E-13,9.1,0.00
77.550,1.483E-13,9.1,0.00
77.600,1.519E-13,9.1,0.00
77.650,1.479E-13,9.2,0.00
77.700,1.536E-13,9.2,0.00
77.750,1.515E-13,9.2,0.00
77.800,1.367E-13,9.2,0.00
77.850,1.450E-13,9.2,0.00
77.900,1.494E-13,9.2,0.00
77.950,1.514E-13,9.2,0.00
78.000,1.530E-13,9.2,0.00
78.050,1.458E-13,9.2,0.00
78.100,1.515E-13,9.2,0.00
78.150,1.455E-13,9.3,0.00
78.200,1.476E-13,9.3,0.00
78.250,1.511E-13,9.3,0.00
78.300,1.498E-13,9.3,0.00
78.350,1.425E-13,9.3,0.00
78.400,1.548E-13,9.3,0.00
78.450,1.436E-13,9.3,0.00
78.500,1.586E-13,9.3,0.00
78.550,1.527E-13,9.3,0.00
78.600,1.532E-13,9.3,0.00
78.650,1.454E-13,9.3,0.00
78.700,1.481E-13,9.3,0.00
78.750,1.584E-13,9.3,0.00
78.800,1.479E-13,9.3,0.00
78.850,1.605E-13,9.3,0.00
78.900,1.549E-13,9.3,0.00
78.950,1.489E-13,9.3,0.00
79.000,1.587E-13,9.3,0.00
79.050,1.580E-13,9.3,0.00
79.100,1.613E-13,9.3,0.00
79.150,1.581E-13,9.3,0.00
79.200,1.655E-13,9.3,0.00
79.250,1.598E-13,9.3,0.00
79.300,1.542E-13,9.3,0.00
79.350,1.603E-13,9.3,0.00
79.400,1.539E-13,9.3,0.00
79.450,1.542E-13,9.3,0.00
79.500,1.578E-13,9.3,0.00
79.550,1.605E-13,9.3,0.00
79.600,1.602E-13,9.3,0.00
79.650,1.552E-13,9.3,0.00
79.700,1.620E-13,9.3,0.00
79.750,1.571E-13,9.3,0.00
79.800,1.520E-13,9.3,0.00
79.850,1.455E-13,9.3,0.00
79.900,1.532E-13,9.3,0.00
79.950,1.488E-13,9.3,0.00
80.000,1.511E-13,9.3,0.00
80.050,1.603E-13,9.3,0.00
80.100,1.469E-13,9.3,0.00
80.150,1.392E-13,9.3,0.00
80.200,1.495E-13,9.3,0.00
80.250,1.526E-13,9.3,0.00
80.300,1.595E-13,9.3,0.00
80.350,1.544E-13,9.3,0.00
80.400,1.637E-13,9.3,0.00
80.450,1.625E-13,9.3,0.00
80.500,1.604E-13,9.3,0.00
80.550,1.538E-13,9.3,0.00
80.600,1.620E-13,9.4,0.00
80.650,1.602E-13,9.4,0.00
80.700,1.534E-13,9.4,0.00
80.750,1.482E-13,9.4,0.00
80.800,1.642E-13,9.4,0.00
80.850,1.531E-13,9.4,0.00
80.900,1.624E-13,9.4,0.00
80.950,1.543E-13,9.4,0.00
81.000,1.447E-13,9.4,0.00
81.050,1.499E-13,9.4,0.00
81.100,1.406E-13,9.4,0.00
81.150,1.399E-13,9.4,0.00
81.200,1.476E-13,9.4,0.00
81.250,1.456E-13,9.4,0.00
81.300,1.334E-13,9.4,0.00
81.350,1.417E-13,9.4,0.00
81.400,1.501E-13,9.4,0.00
81.450,1.385E-13,9.4,0.00
81.500,1.497E-13,9.4,0.00
81.550,1.515E-13,9.4,0.00
81.600,1.478E-13,9.4,0.00
81.650,1.595E-13,9.4,0.00
81.700,1.531E-13,9.4,0.00
81.750,1.533E-13,9.4,0.00
81.800,1.571E-13,9.4,0.00
81.850,1.584E-13,9.4,0.00
81.900,1.509E-13,9.5,0.00
81.950,1.476E-13,9.5,0.00
82.000,1.420E-13,9.5,0.00
82.050,1.361E-13,9.5,0.00
82.100,1.438E-13,9.5,0.00
82.150,1.431E-13,9.6,0.00
82.200,1.469E-13,9.6,0.00
82.250,1.423E-13,9.6,0.00
82.300,1.486E-13,9.6,0.00
82.350,1.575E-13,9.6,0.00
82.400,1.610E-13,9.7,0.00
82.450,1.482E-13,9.7,0.00
82.500,1.541E-13,9.7,0.00
82.550,1.638E-13,9.7,0.00
82.600,1.582E-13,9.7,0.00
82.650,1.656E-13,9.7,0.00
82.700,1.539E-13,9.7,0.00
82.750,1.548E-13,9.7,0.00
82.800,1.556E-13,9.7,0.00
82.850,1.500E-13,9.7,0.00
82.900,1.602E-13,9.7,0.00
82.950,1.555E-13,9.7,0.00
83.000,1.516E-13,9.7,0.00
83.050,1.495E-13,9.7,0.00
83.100,1.517E-13,9.7,0.00
83.150,1.550E-13,9.7,0.00
83.200,1.569E-13,9.7,0.00
83.250,1.543E-13,9.7,0.00
83.300,1.583E-13,9.7,0.00
83.350,1.561E-13,9.7,0.00
83.400,1.675E-13,9.7,0.00
83.450,1.526E-13,9.7,0.00
83.500,1.566E-13,9.7,0.00
83.550,1.537E-13,9.7,0.00
83.600,1.558E-13,9.7,0.00
83.650,1.508E-13,9.7,0.00
83.700,1.530E-13,9.7,0.00
83.750,1.595E-13,9.7,0.00
83.800,1.606E-13,9.7,0.00
83.850,1.451E-13,9.7,0.00
83.900,1.488E-13,9.7,0.00
83.950,1.553E-13,9.7,0.00
84.000,1.667E-13,9.7,0.00
84.050,1.528E-13,9.7,0.00
84.100,1.549E-13,9.7,0.00
84.150,1.531E-13,9.7,0.00
84.200,1.598E-13,9.7,0.00
84.250,1.555E-13,9.7,0.00
84.300,1.492E-13,9.7,0.00
84.350,1.509E-13,9.7,0.00
84.400,1.434E-13,9.7,0.00
84.450,1.503E-13,9.7,0.00
84.500,1.501E-13,9.7,0.00
84.550,1.459E-13,9.7,0.00
84.600,1.406E-13,9.7,0.00
84.650,1.294E-13,9.7,0.00
84.700,1.315E-13,9.7,0.00
84.750,1.355E-13,9.7,0.00
84.800,1.357E-13,9.7,0.00
84.850,1.412E-13,9.7,0.00
84.900,1.378E-13,9.7,0.00
84.950,1.346E-13,9.7,0.00
85.000,1.434E-13,9.7,0.00
85.050,1.338E-13,9.7,0.00
85.100,1.348E-13,9.7,0.00
85.150,1.490E-13,9.8,0.00
85.200,1.617E-13,9.8,0.00
85.250,1.499E-13,9.8,0.00
85.300,1.659E-13,9.8,0.00
85.350,1.555E-13,9.9,0.00
85.400,1.655E-13,9.9,0.00
85.450,1.655E-13,9.9,0.00
85.500,1.669E-13,9.9,0.00
85.550,1.669E-13,9.9,0.00
85.600,1.526E-13,9.9,0.00
85.650,1.447E-13,9.9,0.00
85.700,1.371E-13,9.9,0.00
85.750,1.370E-13,10.0,0.00
85.800,1.464E-13,10.0,0.00
85.850,1.443E-13,10.0,0.00
85.900,1.510E-13,10.0,0.00
85.950,1.472E-13,10.0,0.00
86.000,1.357E-13,10.0,0.00
86.050,1.476E-13,10.0,0.00
86.100,1.525E-13,10.0,0.00
86.150,1.365E-13,10.0,0.00
86.200,1.335E-13,10.0,0.00
86.250,1.332E-13,10.0,0.00
86.300,1.436E-13,10.0,0.00
86.350,1.401E-13,10.0,0.00
86.400,1.350E-13,10.0,0.00
86.450,1.331E-13,10.0,0.00
86.500,1.405E-13,10.0,0.00
86.550,1.335E-13,10.1,0.00
86.600,1.484E-13,10.1,0.00
86.650,1.636E-13,10.1,0.00
86.700,1.531E-13,10.1,0.00
86.750,1.481E-13,10.1,0.00
86.800,1.517E-13,10.1,0.00
86.850,1.404E-13,10.1,0.00
86.900,1.511E-13,10.1,0.00
86.950,1.509E-13,10.1,0.00
87.000,1.465E-13,10.1,0.00
87.050,1.515E-13,10.2,0.00
87.100,1.460E-13,10.2,0.00
87.150,1.407E-13,10.2,0.00
87.200,1.376E-13,10.2,0.00
87.250,1.456E-13,10.2,0.00
87.300,1.405E-13,10.2,0.00
87.350,1.260E-13,10.2,0.00
87.400,1.355E-13,10.2,0.00
87.450,1.218E-13,10.3,0.00
87.500,1.208E-13,10.3,0.00
87.550,1.180E-13,10.3,0.00
87.600,1.207E-13,10.3,0.00
87.650,1.200E-13,10.3,0.00
87.700,1.240E-13,10.3,0.00
87.750,1.161E-13,10.3,0.00
87.800,1.228E-13,10.3,0.00
87.850,1.349E-13,10.3,0.00
87.900,1.287E-13,10.3,0.00
87.950,1.257E-13,10.3,0.00
88.000,1.234E-13,10.3,0.00
88.050,1.327E-13,10.3,0.00
88.100,1.188E-13,10.3,0.00
88.150,1.150E-13,10.3,0.00
88.200,1.144E-13,10.3,0.00
88.250,1.218E-13,10.3,0.00
88.300,1.033E-13,10.3,0.00
88.350,1.124E-13,10.4,0.00
88.400,1.107E-13,10.4,0.00
88.450,1.030E-13,10.4,0.00
88.500,1.086E-13,10.4,0.00
88.550,1.024E-13,10.4,0.00
88.600,1.019E-13,10.4,0.00
88.650,1.071E-13,10.4,0.00
88.700,1.044E-13,10.4,0.00
88.750,1.090E-13,10.4,0.00
88.800,1.221E-13,10.5,0.00
88.850,1.267E-13,10.5,0.00
88.900,1.233E-13,10.5,0.00
88.950,1.389E-13,10.5,0.00
89.000,1.235E-13,10.5,0.00
89.050,1.338E-13,10.6,0.00
89.100,1.355E-13,10.6,0.00
89.150,1.383E-13,10.6,0.00
89.200,1.365E-13,10.6,0.00
89.250,1.515E-13,10.6,0.00
89.300,1.442E-13,10.6,0.00
89.350,1.318E-13,10.6,0.00
89.400,1.523E-13,10.7,0.00
89.450,1.412E-13,10.7,0.00
89.500,1.300E-13,10.7,0.00
89.550,1.315E-13,10.7,0.00
89.600,1.377E-13,10.7,0.00
89.650,1.404E-13,10.8,0.00
89.700,1.400E-13,10.8,0.00
89.750,1.346E-13,10.8,0.00
89.800,1.344E-13,10.8,0.00
89.850,1.370E-13,10.8,0.00
89.900,1.385E-13,10.8,0.00
89.950,1.246E-13,10.9,0.00
90.000,1.382E-13,10.9,0.00
90.050,1.263E-13,10.9,0.00
90.100,1.389E-13,10.9,0.00
90.150,1.259E-13,10.9,0.00
90.200,1.259E-13,11.0,0.00
90.250,1.246E-13,11.0,0.00
90.300,1.283E-13,11.0,0.00
90.350,1.332E-13,11.0,0.00
90.400,1.405E-13,11.0,0.00
90.450,1.343E-13,11.0,0.00
90.500,1.265E-13,11.1,0.00
90.550,1.274E-13,11.1,0.00
90.600,1.328E-13,11.1,0.00
90.650,1.251E-13,11.1,0.00
90.700,1.343E-13,11.1,0.00
90.750,1.361E-13,11.2,0.00
90.800,1.365E-13,11.2,0.00
90.850,1.401E-13,11.2,0.00
90.900,1.396E-13,11.2,0.00
90.950,1.361E-13,11.2,0.00
91.000,1.353E-13,11.2,0.00
91.050,1.354E-13,11.2,0.00
91.100,1.396E-13,11.2,0.00
91.150,1.281E-13,11.2,0.00
91.200,1.278E-13,11.3,0.00
91.250,1.340E-13,11.3,0.00
91.300,1.338E-13,11.3,0.00
91.350,1.409E-13,11.3,0.00
91.400,1.426E-13,11.3,0.00
91.450,1.387E-13,11.3,0.00
91.500,1.248E-13,11.3,0.00
91.550,1.426E-13,11.3,0.00
91.600,1.199E-13,11.3,0.00
91.650,1.094E-13,11.4,0.00
91.700,1.143E-13,11.4,0.00
91.750,1.078E-13,11.4,0.00
91.800,1.053E-13,11.4,0.00
91.850,1.064E-13,11.4,0.00
91.900,1.102E-13,11.4,0.00
91.950,1.143E-13,11.4,0.00
92.000,1.171E-13,11.4,0.00
92.050,9.631E-14,11.4,9.63E-4
92.100,1.136E-13,11.4,0.00
92.150,1.039E-13,11.4,0.00
92.200,9.961E-14,11.4,9.96E-4
92.250,1.085E-13,11.4,0.00
92.300,1.072E-13,11.4,0.00
92.350,1.064E-13,11.4,0.00
92.400,1.007E-13,11.4,0.00
92.450,1.176E-13,11.4,0.00
92.500,1.141E-13,11.4,0.00
92.550,1.174E-13,11.4,0.00
92.600,1.125E-13,11.4,0.00
92.650,1.222E-13,11.4,0.00
92.700,1.223E-13,11.4,0.00
92.750,1.208E-13,11.4,0.00
92.800,1.191E-13,11.4,0.00
92.850,1.199E-13,11.4,0.00
92.900,1.188E-13,11.4,0.00
92.950,1.263E-13,11.4,0.00
93.000,1.141E-13,11.4,0.00
93.050,1.184E-13,11.4,0.00
93.100,1.134E-13,11.4,0.00
93.150,1.156E-13,11.4,0.00
93.200,1.184E-13,11.4,0.00
93.250,1.193E-13,11.4,0.00
93.300,1.257E-13,11.4,0.00
93.350,1.189E-13,11.4,0.00
93.400,1.211E-13,11.4,0.00
93.450,1.185E-13,11.5,0.00
93.500,1.227E-13,11.5,0.00
93.550,1.256E-13,11.6,0.00
93.600,1.278E-13,11.6,0.00
93.650,1.343E-13,11.6,0.00
93.700,1.268E-13,11.7,0.00
93.750,1.202E-13,11.7,0.00
93.800,1.300E-13,11.7,0.00
93.850,1.265E-13,11.7,0.00
93.900,1.183E-13,11.7,0.00
93.950,1.277E-13,11.8,0.00
94.000,1.320E-13,11.8,0.00
94.050,1.212E-13,11.8,0.00
94.100,1.324E-13,11.8,0.00
94.150,1.268E-13,11.8,0.00
94.200,1.350E-13,11.8,0.00
94.250,1.227E-13,11.8,0.00
94.300,1.294E-13,11.8,0.00
94.350,1.069E-13,11.8,0.00
94.400,1.199E-13,11.8,0.00
94.450,1.208E-13,11.9,0.00
94.500,1.174E-13,11.9,0.00
94.550,1.156E-13,11.9,0.00
94.600,1.061E-13,11.9,0.00
94.650,1.195E-13,11.9,0.00
94.700,1.162E-13,11.9,0.00
94.750,1.074E-13,11.9,0.00
94.800,1.151E-13,11.9,0.00
94.850,1.156E-13,11.9,0.00
94.900,1.096E-13,11.9,0.00
94.950,1.217E-13,12.0,0.00
95.000,1.201E-13,12.0,0.00
95.050,1.005E-13,12.0,0.00
95.100,1.125E-13,12.0,0.00
95.150,1.226E-13,12.0,0.00
95.200,1.119E-13,12.0,0.00
95.250,1.254E-13,12.0,0.00
95.300,1.038E-13,12.0,0.00
95.350,1.060E-13,12.1,0.00
95.400,1.067E-13,12.1,0.00
95.450,1.166E-13,12.1,0.00
95.500,1.205E-13,12.1,0.00
95.550,1.091E-13,12.1,0.00
95.600,1.260E-13,12.2,0.00
95.650,1.146E-13,12.2,0.00
95.700,1.174E-13,12.2,0.00
95.750,1.200E-13,12.2,0.00
95.800,1.030E-13,12.3,0.00
95.850,1.091E-13,12.3,0.00
95.900,1.023E-13,12.3,0.00
95.950,1.046E-13,12.3,0.00
96.000,9.729E-14,12.3,9.73E-4
96.050,9.326E-14,12.3,9.33E-4
96.100,1.042E-13,12.4,0.00
96.150,1.034E-13,12.4,0.00
96.200,8.618E-14,12.4,8.62E-4
96.250,1.023E-13,12.4,0.00
96.300,9.595E-14,12.5,9.59E-4
96.350,1.085E-13,12.5,0.00
96.400,1.013E-13,12.5,0.00
96.450,7.922E-14,12.5,7.92E-4
96.500,8.655E-14,12.6,8.65E-4
96.550,6.921E-14,12.6,6.92E-4
96.600,6.445E-14,12.6,6.45E-4
96.650,7.019E-14,12.7,7.02E-4
96.700,6.226E-14,12.7,6.23E-4
96.750,5.920E-14,12.7,5.92E-4
96.800,5.212E-14,12.8,5.21E-4
96.850,4.810E-14,12.8,4.81E-4
96.900,5.054E-14,12.8,5.05E-4
96.950,4.358E-14,12.8,4.36E-4
97.000,5.408E-14,12.8,5.41E-4
97.050,3.760E-14,12.8,3.76E-4
97.100,3.223E-14,12.9,3.22E-4
97.150,2.246E-14,12.9,2.25E-4
97.200,3.015E-14,12.9,3.02E-4
97.250,3.247E-14,12.9,3.25E-4
97.300,2.283E-14,12.9,2.28E-4
97.350,1.941E-14,12.9,1.94E-4
97.400,1.331E-14,12.9,1.33E-4
97.450,1.624E-14,13.0,1.62E-4
97.500,3.162E-14,13.0,3.16E-4
97.550,1.440E-14,13.0,1.44E-4
97.600,1.917E-14,13.0,1.92E-4
97.650,1.184E-14,13.0,1.18E-4
97.700,8.179E-15,13.0,8.18E-5
97.750,1.038E-14,13.1,1.04E-4
97.800,8.301E-15,13.1,8.30E-5
97.850,-2.441E-15,13.1,-2.44E-5
97.900,-3.662E-15,13.1,-3.66E-5
97.950,-7.324E-15,13.1,-7.32E-5
98.000,8.545E-16,13.1,8.54E-6
98.050,-1.465E-14,13.1,-1.46E-4
98.100,-2.466E-14,13.2,-2.47E-4
98.150,-4.370E-14,13.2,-4.37E-4
98.200,-4.468E-14,13.2,-4.47E-4
98.250,-4.041E-14,13.2,-4.04E-4
98.300,-5.322E-14,13.2,-5.32E-4
98.350,-6.079E-14,13.2,-6.08E-4
98.400,-6.274E-14,13.3,-6.27E-4
98.450,-6.763E-14,13.3,-6.76E-4
98.500,-7.336E-14,13.3,-7.34E-4
98.550,-7.654E-14,13.3,-7.65E-4
98.600,-8.447E-14,13.3,-8.45E-4
98.650,-8.032E-14,13.3,-8.03E-4
98.700,-8.545E-14,13.4,-8.54E-4
98.750,-1.022E-13,13.4,0.00
98.800,-9.668E-14,13.4,-9.67E-4
98.850,-1.008E-13,13.4,0.00
98.900,-1.173E-13,13.4,0.00
98.950,-1.006E-13,13.4,0.00
99.000,-1.046E-13,13.4,0.00
99.050,-1.208E-13,13.4,0.00
99.100,-1.250E-13,13.4,0.00
99.150,-1.152E-13,13.4,0.00
99.200,-1.143E-13,13.4,0.00
99.250,-1.151E-13,13.4,0.00
99.300,-1.111E-13,13.4,0.00
99.350,-1.187E-13,13.4,0.00
99.400,-1.221E-13,13.4,0.00
99.450,-1.174E-13,13.4,0.00
99.500,-1.105E-13,13.4,0.00
99.550,-1.049E-13,13.4,0.00
99.600,-1.221E-13,13.4,0.00
99.650,-1.060E-13,13.4,0.00
99.700,-1.106E-13,13.4,0.00
99.750,-1.173E-13,13.4,0.00
99.800,-1.208E-13,13.4,0.00
99.850,-1.196E-13,13.4,0.00
99.900,-1.077E-13,13.4,0.00
99.950,-1.118E-13,13.4,0.00
100.000,-1.166E-13,13.4,0.00
100.050,-1.188E-13,13.4,0.00
100.100,-1.097E-13,13.4,0.00
100.150,-1.204E-13,13.4,0.00
100.200,-1.161E-13,13.4,0.00
100.250,-1.106E-13,13.4,0.00
100.300,-1.082E-13,13.4,0.00
100.350,-1.123E-13,13.4,0.00
100.400,-1.155E-13,13.5,0.00
100.450,-1.091E-13,13.5,0.00
100.500,-1.058E-13,13.5,0.00
100.550,-1.013E-13,13.5,0.00
100.600,-1.158E-13,13.5,0.00
100.650,-1.133E-13,13.5,0.00
100.700,-1.208E-13,13.6,0.00
100.750,-1.307E-13,13.6,0.00
100.800,-1.296E-13,13.6,0.00
100.850,-1.312E-13,13.6,0.00
100.900,-1.334E-13,13.6,0.00
100.950,-1.360E-13,13.7,0.00
101.000,-1.445E-13,13.7,0.00
101.050,-1.475E-13,13.7,0.00
101.100,-1.548E-13,13.7,0.00
101.150,-1.592E-13,13.7,0.00
101.200,-1.597E-13,13.8,0.00
101.250,-1.716E-13,13.8,0.00
101.300,-1.931E-13,13.8,0.00
101.350,-1.799E-13,13.8,0.00
101.400,-2.015E-13,13.8,0.00
101.450,-2.019E-13,13.8,0.00
101.500,-2.229E-13,13.8,0.00
101.550,-2.340E-13,13.9,0.00
101.600,-2.408E-13,13.9,0.00
101.650,-2.551E-13,13.9,0.00
101.700,-2.509E-13,13.9,0.00
101.750,-2.557E-13,13.9,0.00
101.800,-2.637E-13,13.9,0.00
101.850,-2.706E-13,13.9,0.00
101.900,-2.767E-13,13.9,0.00
101.950,-2.711E-13,13.9,0.00
102.000,-2.723E-13,14.0,0.00
102.050,-2.788E-13,14.0,0.00
102.100,-2.816E-13,14.0,0.00
102.150,-2.861E-13,14.0,0.00
102.200,-2.788E-13,14.0,0.00
102.250,-2.780E-13,14.1,0.00
102.300,-3.029E-13,14.1,0.00
102.350,-2.939E-13,14.1,0.00
102.400,-3.079E-13,14.1,0.00
102.450,-3.091E-13,14.1,0.00
102.500,-3.185E-13,14.1,0.00
102.550,-3.226E-13,14.1,0.00
102.600,-3.285E-13,14.1,0.00
102.650,-3.276E-13,14.1,0.00
102.700,-3.400E-13,14.2,0.00
102.750,-3.405E-13,14.2,0.00
102.800,-3.444E-13,14.2,0.00
102.850,-3.569E-13,14.2,0.00
102.900,-3.600E-13,14.2,0.00
102.950,-3.488E-13,14.2,0.00
103.000,-3.513E-13,14.2,0.00
103.050,-3.618E-13,14.2,0.00
103.100,-3.794E-13,14.3,0.00
103.150,-3.784E-13,14.3,0.00
103.200,-3.815E-13,14.3,0.00
103.250,-3.706E-13,14.3,0.00
103.300,-3.953E-13,14.4,0.00
103.350,-4.020E-13,14.4,0.00
103.400,-4.067E-13,14.4,0.00
103.450,-4.253E-13,14.4,0.00
103.500,-4.241E-13,14.4,0.00
103.550,-4.337E-13,14.4,0.00
103.600,-4.368E-13,14.4,0.00
103.650,-4.333E-13,14.4,0.00
103.700,-4.506E-13,14.4,0.00
103.750,-4.470E-13,14.4,0.00
103.800,-4.453E-13,14.4,0.00
103.850,-4.523E-13,14.4,0.00
103.900,-4.390E-13,14.4,0.00
103.950,-4.530E-13,14.4,0.00
104.000,-4.503E-13,14.5,0.00
104.050,-4.521E-13,14.5,0.00
104.100,-4.579E-13,14.5,0.00
104.150,-4.741E-13,14.5,0.00
104.200,-4.728E-13,14.5,0.00
104.250,-4.822E-13,14.5,0.00
104.300,-4.784E-13,14.5,0.00
104.350,-4.832E-13,14.5,0.00
104.400,-4.927E-13,14.5,0.00
104.450,-4.966E-13,14.5,0.00
104.500,-5.007E-13,14.5,-0.01
104.550,-4.991E-13,14.5,0.00
104.600,-5.134E-13,14.5,-0.01
104.650,-5.055E-13,14.5,-0.01
104.700,-5.120E-13,14.5,-0.01
104.750,-5.168E-13,14.5,-0.01
104.800,-5.228E-13,14.5,-0.01
104.850,-5.223E-13,14.5,-0.01
104.900,-5.282E-13,14.6,-0.01
104.950,-5.187E-13,14.6,-0.01
105.000,-5.294E-13,14.6,-0.01
105.050,-5.261E-13,14.6,-0.01
105.100,-5.288E-13,14.6,-0.01
105.150,-5.226E-13,14.6,-0.01
105.200,-5.398E-13,14.6,-0.01
105.250,-5.339E-13,14.6,-0.01
105.300,-5.311E-13,14.6,-0.01
105.350,-5.499E-13,14.6,-0.01
105.400,-5.540E-13,14.6,-0.01
105.450,-5.612E-13,14.6,-0.01
105.500,-5.590E-13,14.6,-0.01
105.550,-5.740E-13,14.6,-0.01
105.600,-5.669E-13,14.6,-0.01
105.650,-5.623E-13,14.6,-0.01
105.700,-5.718E-13,14.6,-0.01
105.750,-5.739E-13,14.7,-0.01
105.800,-5.742E-13,14.7,-0.01
105.850,-5.863E-13,14.7,-0.01
105.900,-5.880E-13,14.7,-0.01
105.950,-5.884E-13,14.7,-0.01
106.000,-5.895E-13,14.7,-0.01
106.050,-6.001E-13,14.8,-0.01
106.100,-5.977E-13,14.8,-0.01
106.150,-6.011E-13,14.8,-0.01
106.200,-6.128E-13,14.8,-0.01
106.250,-6.179E-13,14.8,-0.01
106.300,-6.400E-13,14.8,-0.01
106.350,-6.340E-13,14.8,-0.01
106.400,-6.301E-13,14.8,-0.01
106.450,-6.281E-13,14.8,-0.01
106.500,-6.456E-13,14.8,-0.01
106.550,-6.354E-13,14.8,-0.01
106.600,-6.461E-13,14.8,-0.01
106.650,-6.501E-13,14.8,-0.01
106.700,-6.547E-13,14.8,-0.01
106.750,-6.536E-13,14.8,-0.01
106.800,-6.571E-13,14.8,-0.01
106.850,-6.617E-13,14.8,-0.01
106.900,-6.599E-13,14.8,-0.01
106.950,-6.692E-13,14.8,-0.01
107.000,-6.691E-13,14.8,-0.01
107.050,-6.488E-13,14.8,-0.01
107.100,-6.633E-13,14.8,-0.01
107.150,-6.675E-13,14.8,-0.01
107.200,-6.689E-13,14.9,-0.01
107.250,-6.674E-13,14.9,-0.01
107.300,-6.758E-13,14.9,-0.01
107.350,-6.664E-13,14.9,-0.01
107.400,-6.713E-13,14.9,-0.01
107.450,-6.818E-13,14.9,-0.01
107.500,-6.779E-13,14.9,-0.01
107.550,-6.697E-13,14.9,-0.01
107.600,-6.816E-13,14.9,-0.01
107.650,-6.852E-13,14.9,-0.01
107.700,-6.816E-13,14.9,-0.01
107.750,-6.841E-13,14.9,-0.01
107.800,-6.942E-13,14.9,-0.01
107.850,-7.017E-13,14.9,-0.01
107.900,-7.074E-13,15.0,-0.01
107.950,-6.932E-13,15.0,-0.01
108.000,-7.020E-13,15.0,-0.01
